method_code,path_depth,path_length,has_auth,auth_token_length,auth_token_entropy,status_code,is_2xx,is_4xx,is_5xx,response_ms,hour,is_admin_path,is_debug_path,is_auth_endpoint,bola_suspected,payload_length,payload_entropy,has_special_chars,sqli_density,xss_density,cmd_injection_score,path_traversal_score,ssrf_score,mass_assignment_score,prompt_injection_score,query_param_count,query_length,header_count,is_burst_request,user_agent_suspicious,body_json_depth,label_id,label_name
3.0,3.0,27.0,1.0,40.0,4.091,200.0,1.0,0.0,0.0,87.113,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,12.0,0.0,0.0,0.0,0,normal
1.0,2.0,29.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,95.969,23.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,4.0,28.0,1.0,163.0,4.408,200.0,1.0,0.0,0.0,151.397,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,normal
0.0,2.0,16.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,126.707,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
1.0,3.0,33.0,1.0,135.0,4.084,200.0,1.0,0.0,0.0,60.889,19.0,0.0,0.0,0.0,0.0,275.0,2.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0,normal
0.0,4.0,32.0,1.0,141.0,3.874,200.0,1.0,0.0,0.0,53.089,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0,normal
1.0,3.0,27.0,1.0,70.0,4.606,200.0,1.0,0.0,0.0,288.626,13.0,0.0,0.0,0.0,0.0,270.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,0.0,0.0,2.0,0,normal
0.0,2.0,23.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,73.795,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13,shadow_api
0.0,2.0,22.0,1.0,0.0,0.0,200.0,1.0,0.0,0.0,44.675,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13,shadow_api
0.0,4.0,72.0,1.0,0.0,0.0,400.0,0.0,1.0,0.0,36.404,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.811,0.0,0.0,0.0,1.0,42.0,6.0,0.0,0.0,0.0,7,path_traversal
1.0,1.0,89.0,0.0,40.0,3.8,200.0,1.0,0.0,0.0,51.59,4.0,0.0,0.0,0.0,0.0,70.0,3.893,3.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,7.0,0.0,0.0,1.0,5,sql_injection
0.0,2.0,70.0,0.0,40.0,3.8,400.0,0.0,1.0,0.0,37.024,19.0,0.0,0.0,0.0,0.0,147.0,4.309,4.0,0.976,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,7.0,0.0,0.0,1.0,5,sql_injection
2.0,1.0,8.0,1.0,50.0,4.345,200.0,1.0,0.0,0.0,47.854,10.0,0.0,0.0,0.0,0.0,155.0,3.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,0.0,0.0,2.0,0,normal
1.0,1.0,10.0,1.0,147.0,4.469,404.0,0.0,1.0,0.0,109.631,11.0,0.0,0.0,0.0,0.0,322.0,2.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,1.0,0,normal
0.0,1.0,9.0,1.0,149.0,4.65,200.0,1.0,0.0,0.0,12.392,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
1.0,3.0,12.0,1.0,0.0,0.0,200.0,1.0,0.0,0.0,49.624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13,shadow_api
4.0,2.0,17.0,1.0,64.0,4.4,200.0,1.0,0.0,0.0,221.088,17.0,0.0,0.0,0.0,0.0,329.0,3.422,0.0,0.0,0.0,0.0,0.0,0.0,0.856,0.0,0.0,0.0,9.0,0.0,0.0,3.0,11,mass_assignment
1.0,4.0,44.0,1.0,45.0,4.021,200.0,1.0,0.0,0.0,28.902,2.0,0.0,0.0,0.0,0.0,385.0,3.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0,normal
2.0,4.0,36.0,0.0,0.0,0.0,422.0,0.0,1.0,0.0,190.26,23.0,0.0,0.0,0.0,0.0,30.0,2.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,2.0,0,normal
0.0,3.0,15.0,1.0,178.0,4.231,200.0,1.0,0.0,0.0,19.923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
0.0,4.0,40.0,1.0,100.0,3.599,404.0,0.0,1.0,0.0,119.409,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
0.0,3.0,27.0,1.0,93.0,4.338,200.0,1.0,0.0,0.0,128.951,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,normal
0.0,3.0,13.0,1.0,64.0,4.2,200.0,1.0,0.0,0.0,111.818,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
1.0,1.0,10.0,1.0,55.0,4.551,200.0,1.0,0.0,0.0,13.293,3.0,0.0,0.0,0.0,0.0,218.0,3.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,1.0,0,normal
1.0,1.0,102.0,1.0,40.0,3.5,500.0,0.0,0.0,1.0,250.398,20.0,0.0,0.0,0.0,0.0,105.0,3.2,2.0,0.0,0.0,0.0,0.0,0.906,0.0,0.0,1.0,78.0,7.0,0.0,0.0,1.0,8,ssrf
0.0,4.0,44.0,1.0,167.0,4.44,200.0,1.0,0.0,0.0,52.115,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,normal
1.0,3.0,43.0,1.0,40.0,3.5,200.0,1.0,0.0,0.0,196.284,2.0,0.0,0.0,0.0,0.0,218.0,3.2,1.0,0.0,0.0,0.0,0.0,0.932,0.0,0.0,1.0,52.0,7.0,0.0,0.0,1.0,8,ssrf
0.0,4.0,24.0,1.0,93.0,4.108,404.0,0.0,1.0,0.0,11.16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,normal
3.0,1.0,11.0,1.0,64.0,4.286,200.0,1.0,0.0,0.0,14.058,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,0,normal
2.0,1.0,10.0,1.0,167.0,3.642,200.0,1.0,0.0,0.0,22.185,14.0,0.0,0.0,1.0,0.0,42.0,3.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0,normal
4.0,1.0,10.0,1.0,172.0,4.65,200.0,1.0,0.0,0.0,139.469,13.0,0.0,0.0,0.0,0.0,410.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0,normal
1.0,1.0,36.0,0.0,40.0,3.8,400.0,0.0,1.0,0.0,376.674,23.0,0.0,0.0,0.0,0.0,189.0,4.658,5.0,0.789,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,7.0,0.0,1.0,1.0,5,sql_injection
0.0,1.0,10.0,1.0,156.0,4.202,200.0,1.0,0.0,0.0,145.101,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,normal
1.0,3.0,16.0,0.0,0.0,0.0,403.0,0.0,1.0,0.0,56.399,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13,shadow_api
0.0,4.0,40.0,1.0,62.0,3.869,200.0,1.0,0.0,0.0,11.136,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,8.0,0.0,0.0,0.0,0,normal
0.0,2.0,89.0,0.0,40.0,3.8,400.0,0.0,1.0,0.0,1.119,18.0,0.0,0.0,0.0,0.0,105.0,4.656,4.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,7.0,0.0,1.0,1.0,5,sql_injection
0.0,3.0,15.0,1.0,39.0,4.764,200.0,1.0,0.0,0.0,27.197,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,normal
0.0,1.0,10.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,77.664,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,normal
1.0,3.0,25.0,1.0,64.0,4.5,400.0,0.0,1.0,0.0,1038.264,20.0,0.0,0.0,0.0,0.0,893.0,4.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989,0.0,0.0,8.0,0.0,0.0,2.0,12,prompt_injection
1.0,3.0,81.0,1.0,40.0,3.8,200.0,1.0,0.0,0.0,68.888,17.0,0.0,0.0,0.0,0.0,150.0,4.369,3.0,0.0,0.948,0.0,0.0,0.0,0.0,0.0,1.0,57.0,8.0,0.0,0.0,2.0,10,xss
1.0,2.0,12.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,28.777,15.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
0.0,2.0,11.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,60.946,11.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,8.0,73.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,196.982,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,1.0,32.0,6.0,0.0,0.0,0.0,7,path_traversal
2.0,4.0,40.0,0.0,0.0,0.0,404.0,0.0,1.0,0.0,28.438,21.0,0.0,0.0,0.0,0.0,477.0,2.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0,normal
1.0,2.0,14.0,0.0,0.0,0.0,429.0,0.0,1.0,0.0,6.951,12.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
2.0,4.0,20.0,1.0,87.0,4.754,200.0,1.0,0.0,0.0,52.283,5.0,0.0,0.0,0.0,0.0,213.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0,normal
4.0,3.0,13.0,1.0,64.0,4.4,200.0,1.0,0.0,0.0,0.793,20.0,0.0,0.0,0.0,0.0,386.0,3.846,0.0,0.0,0.0,0.0,0.0,0.0,0.961,0.0,0.0,0.0,9.0,0.0,0.0,3.0,11,mass_assignment
2.0,2.0,14.0,1.0,53.0,4.426,200.0,1.0,0.0,0.0,7.336,11.0,0.0,0.0,0.0,0.0,245.0,3.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,2.0,0,normal
2.0,3.0,27.0,1.0,104.0,4.705,200.0,1.0,0.0,0.0,25.974,6.0,0.0,0.0,0.0,0.0,45.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,2.0,0,normal
1.0,2.0,21.0,1.0,64.0,4.5,400.0,0.0,1.0,0.0,1704.071,13.0,0.0,0.0,0.0,0.0,677.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964,0.0,0.0,8.0,0.0,0.0,2.0,12,prompt_injection
0.0,3.0,24.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,21.67,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3,admin_access
0.0,1.0,6.0,1.0,171.0,4.707,200.0,1.0,0.0,0.0,274.87,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,11.0,0.0,0.0,0.0,0,normal
1.0,3.0,27.0,1.0,54.0,3.647,200.0,1.0,0.0,0.0,66.768,22.0,0.0,0.0,0.0,0.0,240.0,2.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0,normal
1.0,2.0,14.0,1.0,79.0,3.719,200.0,1.0,0.0,0.0,2.777,5.0,0.0,0.0,0.0,0.0,169.0,3.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,1.0,0,normal
0.0,3.0,27.0,1.0,125.0,4.089,200.0,1.0,0.0,0.0,64.953,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
0.0,2.0,10.0,1.0,47.0,4.111,204.0,1.0,0.0,0.0,115.065,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,normal
1.0,1.0,91.0,1.0,40.0,3.5,400.0,0.0,1.0,0.0,337.676,5.0,0.0,0.0,0.0,0.0,113.0,3.2,2.0,0.0,0.0,0.0,0.0,0.973,0.0,0.0,1.0,47.0,7.0,0.0,0.0,1.0,8,ssrf
1.0,2.0,18.0,1.0,164.0,4.306,404.0,0.0,1.0,0.0,17.068,19.0,0.0,0.0,0.0,0.0,488.0,3.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0,normal
3.0,4.0,32.0,1.0,33.0,4.165,200.0,1.0,0.0,0.0,102.035,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
0.0,2.0,14.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,46.581,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
1.0,2.0,10.0,1.0,156.0,4.752,200.0,1.0,0.0,0.0,140.006,10.0,0.0,0.0,0.0,0.0,413.0,3.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0,normal
1.0,2.0,22.0,1.0,176.0,3.521,200.0,1.0,0.0,0.0,33.107,12.0,0.0,0.0,0.0,0.0,431.0,2.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0,normal
0.0,3.0,26.0,0.0,40.0,3.8,400.0,0.0,1.0,0.0,505.177,22.0,0.0,0.0,0.0,0.0,332.0,4.288,4.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,7.0,0.0,1.0,1.0,5,sql_injection
1.0,1.0,9.0,1.0,160.0,4.13,200.0,1.0,0.0,0.0,165.786,18.0,0.0,0.0,0.0,0.0,251.0,3.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0,normal
0.0,2.0,17.0,1.0,64.0,4.2,403.0,0.0,1.0,0.0,43.807,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
1.0,2.0,16.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,16.618,7.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
0.0,1.0,6.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,213.275,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,11.0,0.0,0.0,0.0,0,normal
1.0,2.0,20.0,0.0,0.0,0.0,422.0,0.0,1.0,0.0,8.311,23.0,0.0,0.0,0.0,0.0,412.0,3.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0,normal
0.0,2.0,24.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,16.84,16.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,8.0,79.0,1.0,0.0,0.0,400.0,0.0,1.0,0.0,27.197,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.915,0.0,0.0,0.0,1.0,41.0,6.0,0.0,0.0,0.0,7,path_traversal
1.0,2.0,25.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,113.312,4.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,2.0,16.0,1.0,69.0,4.785,200.0,1.0,0.0,0.0,0.009,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,normal
0.0,2.0,16.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,37.891,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,normal
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,85.842,14.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
1.0,2.0,27.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,103.713,22.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
0.0,4.0,28.0,1.0,122.0,3.809,400.0,0.0,1.0,0.0,31.523,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
0.0,2.0,12.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,85.158,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
1.0,3.0,40.0,1.0,40.0,3.8,400.0,0.0,1.0,0.0,59.2,18.0,0.0,0.0,0.0,0.0,351.0,4.022,2.0,0.0,0.843,0.0,0.0,0.0,0.0,0.0,1.0,78.0,8.0,0.0,0.0,2.0,10,xss
1.0,2.0,16.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,26.78,2.0,0.0,0.0,1.0,0.0,30.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6,rate_abuse
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,63.356,21.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
0.0,2.0,11.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,77.132,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4,debug_access
0.0,3.0,33.0,1.0,92.0,4.105,200.0,1.0,0.0,0.0,252.232,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,7.0,0.0,0.0,0.0,0,normal
0.0,2.0,24.0,1.0,64.0,4.2,403.0,0.0,1.0,0.0,141.74,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,bola
4.0,1.0,9.0,1.0,124.0,4.666,200.0,1.0,0.0,0.0,24.004,2.0,0.0,0.0,0.0,0.0,427.0,2.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,8.0,0.0,0.0,2.0,0,normal
0.0,2.0,10.0,1.0,111.0,4.5,200.0,1.0,0.0,0.0,24.021,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,normal
1.0,2.0,31.0,1.0,64.0,4.5,200.0,1.0,0.0,0.0,1793.051,12.0,0.0,0.0,0.0,0.0,700.0,4.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,8.0,0.0,0.0,2.0,12,prompt_injection
3.0,2.0,20.0,1.0,54.0,4.155,200.0,1.0,0.0,0.0,56.792,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,normal
0.0,2.0,16.0,1.0,88.0,4.044,400.0,0.0,1.0,0.0,92.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
1.0,1.0,11.0,1.0,59.0,3.657,201.0,1.0,0.0,0.0,149.742,11.0,0.0,0.0,0.0,0.0,82.0,3.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0,normal
1.0,2.0,26.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,70.623,17.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
1.0,2.0,20.0,0.0,0.0,0.0,403.0,0.0,1.0,0.0,63.008,7.0,0.0,0.0,1.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,1.0,2,jwt_bypass
1.0,2.0,12.0,1.0,170.0,4.159,200.0,1.0,0.0,0.0,13.16,19.0,0.0,0.0,0.0,0.0,281.0,2.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,2.0,0,normal
1.0,2.0,22.0,1.0,87.0,4.632,200.0,1.0,0.0,0.0,162.343,22.0,0.0,0.0,0.0,0.0,277.0,2.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0,normal
0.0,2.0,18.0,1.0,58.0,4.083,200.0,1.0,0.0,0.0,83.395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,6.0,0.0,0.0,0.0,0,normal
3.0,3.0,24.0,1.0,34.0,4.444,200.0,1.0,0.0,0.0,148.855,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,normal
0.0,4.0,28.0,1.0,126.0,3.76,200.0,1.0,0.0,0.0,12.552,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,0.0,0,normal
1.0,2.0,14.0,0.0,0.0,0.0,401.0,0.0,1.0,0.0,83.755,2.0,0.0,0.0,1.0,0.0,80.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,14,credential_stuffing
1.0,2.0,34.0,1.0,64.0,4.5,400.0,0.0,1.0,0.0,838.071,16.0,0.0,0.0,0.0,0.0,1356.0,5.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.0,0.0,8.0,0.0,0.0,2.0,12,prompt_injection
0.0,4.0,44.0,1.0,92.0,4.517,201.0,1.0,0.0,0.0,108.152,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,normal
0.0,1.0,103.0,1.0,40.0,3.5,400.0,0.0,1.0,0.0,119.359,12.0,0.0,0.0,0.0,0.0,198.0,3.2,1.0,0.0,0.0,0.0,0.0,0.871,0.0,0.0,1.0,48.0,7.0,0.0,0.0,1.0,8,ssrf
1.0,1.0,47.0,1.0,40.0,3.8,400.0,0.0,1.0,0.0,39.267,6.0,0.0,0.0,0.0,0.0,84.0,4.336,4.0,0.0,0.981,0.0,0.0,0.0,0.0,0.0,1.0,42.0,8.0,0.0,0.0,2.0,10,xss
0.0,1.0,66.0,0.0,0.0,0.0,400.0,0.0,1.0,0.0,305.131,12.0,0.0,0.0,0.0,0.0,74.0,3.7,5.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,1.0,54.0,6.0,0.0,1.0,1.0,9,command_injection
