method,path_depth,has_auth,status_code,response_ms,hour,is_admin_path,is_debug_path,is_error,bola_suspected,label_id,label_name
2,3,1,200,132.777,12,0,0,0,0,0,normal
0,2,0,401,16.075,12,1,0,1,0,3,admin_access
0,4,1,200,53.728,20,0,0,0,0,0,normal
1,2,0,401,27.953,11,0,0,1,0,6,rate_abuse
0,4,1,422,123.139,1,0,0,1,0,0,normal
3,4,0,200,177.468,2,0,0,0,0,0,normal
0,3,1,200,56.91,15,0,0,0,0,0,normal
0,1,1,200,5.324,9,0,0,0,0,0,normal
1,4,1,200,53.981,14,0,0,0,0,0,normal
1,3,0,201,53.137,3,0,0,0,0,0,normal
0,2,1,200,159.289,0,0,0,0,1,1,bola
1,2,0,200,117.252,16,0,0,1,0,2,jwt_bypass
1,2,0,429,25.076,11,0,0,1,0,6,rate_abuse
1,2,0,401,20.133,7,0,0,1,0,6,rate_abuse
1,2,0,200,36.174,21,0,0,1,0,6,rate_abuse
0,2,0,404,24.04,10,0,1,0,0,4,debug_access
0,2,1,200,12.121,20,0,0,0,1,1,bola
0,4,0,201,18.965,7,0,0,0,0,0,normal
0,1,1,400,222.662,6,0,0,1,0,5,sql_injection
0,2,0,200,100.088,13,0,1,0,0,4,debug_access
0,4,0,404,101.536,16,0,0,1,0,0,normal
2,2,0,201,44.803,23,0,0,0,0,0,normal
0,3,1,400,59.085,13,0,0,1,0,5,sql_injection
1,2,0,401,26.177,15,0,0,1,0,2,jwt_bypass
1,2,0,200,96.905,5,0,0,1,0,2,jwt_bypass
0,3,1,200,1.321,3,0,0,0,0,0,normal
1,1,0,200,188.481,12,0,0,0,0,0,normal
0,2,1,422,84.282,8,0,0,1,0,0,normal
3,4,0,200,124.323,17,0,0,0,0,0,normal
4,4,1,200,57.078,11,0,0,0,0,0,normal
1,2,0,429,32.058,8,0,0,1,0,6,rate_abuse
0,2,0,404,51.398,8,0,1,0,0,4,debug_access
0,3,1,400,127.915,4,0,0,1,0,0,normal
1,1,1,500,206.941,15,0,0,1,0,5,sql_injection
0,6,0,404,85.978,21,0,0,1,0,7,path_traversal
0,3,1,200,109.929,7,0,0,0,0,0,normal
1,2,0,429,28.68,11,0,0,1,0,6,rate_abuse
0,2,1,403,238.978,16,0,0,0,1,1,bola
0,2,1,422,167.839,11,0,0,1,0,0,normal
1,1,1,404,129.089,17,0,0,1,0,0,normal
0,1,0,200,18.799,4,0,0,0,0,0,normal
0,1,0,500,100.812,6,0,0,1,0,5,sql_injection
0,2,0,200,123.005,19,0,0,0,0,0,normal
1,2,0,401,52.793,17,0,0,1,0,2,jwt_bypass
3,4,1,200,106.807,6,0,0,0,0,0,normal
3,2,1,200,90.858,21,0,0,0,0,0,normal
0,3,0,200,7.838,16,0,0,0,0,0,normal
1,2,0,429,15.317,1,0,0,1,0,6,rate_abuse
0,2,0,200,134.309,15,0,1,0,0,4,debug_access
3,1,1,200,52.616,9,0,0,0,0,0,normal
2,4,1,200,91.596,2,0,0,0,0,0,normal
1,2,0,401,49.796,10,0,0,1,0,2,jwt_bypass
1,3,1,200,284.924,14,0,0,0,0,0,normal
1,3,1,200,139.649,2,0,0,0,0,0,normal
1,2,0,401,57.676,12,0,0,1,0,2,jwt_bypass
0,4,1,200,31.109,6,0,0,0,0,0,normal
0,2,1,401,285.243,22,1,0,1,0,3,admin_access
0,4,1,200,13.38,18,0,0,0,0,0,normal
0,2,1,200,30.336,20,0,0,0,0,0,normal
0,2,1,200,34.737,2,1,0,1,0,3,admin_access
0,4,1,400,5.73,5,0,0,1,0,0,normal
1,4,1,200,77.543,14,0,0,0,0,0,normal
1,4,1,201,13.299,7,0,0,0,0,0,normal
1,4,1,204,81.334,4,0,0,0,0,0,normal
1,1,1,200,46.262,19,0,0,0,0,0,normal
0,2,1,200,65.839,13,0,0,0,1,1,bola
0,2,1,200,64.655,20,0,0,0,0,0,normal
1,2,0,200,17.642,15,0,0,1,0,6,rate_abuse
0,6,0,404,21.762,5,0,0,1,0,7,path_traversal
1,2,1,400,21.146,11,0,0,1,0,5,sql_injection
1,1,0,200,212.407,9,0,0,1,0,5,sql_injection
0,2,1,200,11.764,2,0,0,0,0,0,normal
0,3,1,200,35.901,8,0,0,0,1,1,bola
0,1,1,200,111.858,3,0,0,0,0,0,normal
0,3,1,200,57.309,10,0,0,0,1,1,bola
0,4,0,422,33.538,1,0,0,1,0,0,normal
0,3,1,403,179.94,16,1,0,1,0,3,admin_access
3,1,1,422,95.038,9,0,0,1,0,0,normal
0,2,0,200,295.887,18,0,1,0,0,4,debug_access
0,2,0,200,159.076,4,0,0,0,0,0,normal
0,3,1,200,16.976,11,0,0,0,1,1,bola
1,1,0,400,21.726,15,0,0,1,0,5,sql_injection
0,3,1,200,138.481,15,1,0,1,0,3,admin_access
1,4,1,200,136.444,11,0,0,0,0,0,normal
0,3,0,403,8.149,21,1,0,1,0,3,admin_access
0,2,0,403,6.921,16,1,0,1,0,3,admin_access
0,4,1,401,41.452,11,0,0,1,0,0,normal
0,2,0,404,37.756,4,0,1,0,0,4,debug_access
4,1,1,200,97.479,17,0,0,0,0,0,normal
0,2,0,200,1.547,17,0,0,0,0,0,normal
3,3,1,401,223.341,9,0,0,1,0,0,normal
0,1,1,200,139.453,1,0,0,0,0,0,normal
1,2,0,429,10.757,6,0,0,1,0,6,rate_abuse
0,3,1,200,16.059,18,0,0,0,0,0,normal
0,2,1,401,84.57,21,0,0,1,0,0,normal
0,6,1,200,104.01,7,0,0,1,0,7,path_traversal
0,3,1,200,59.33,4,0,0,0,0,0,normal
1,2,0,401,18.997,6,0,0,1,0,6,rate_abuse
0,4,0,201,121.675,7,0,0,0,0,0,normal
0,3,1,200,17.747,12,0,0,0,1,1,bola
0,3,1,200,21.177,17,0,0,0,1,1,bola
0,3,1,204,61.964,16,0,0,0,0,0,normal
0,3,1,200,8.299,13,0,0,0,0,0,normal
0,2,1,200,106.442,3,0,0,0,1,1,bola
1,2,0,401,27.377,6,0,0,1,0,6,rate_abuse
0,3,1,403,36.613,12,1,0,1,0,3,admin_access
1,2,0,401,80.639,21,0,0,1,0,2,jwt_bypass
0,3,0,200,52.57,21,0,0,0,0,0,normal
0,1,1,200,16.086,23,0,0,0,0,0,normal
0,2,0,200,60.33,3,0,0,1,0,5,sql_injection
0,3,1,400,48.024,4,0,0,1,0,5,sql_injection
0,4,1,200,11.633,17,0,0,0,0,0,normal
1,2,1,201,150.244,23,0,0,0,0,0,normal
1,2,1,200,9.82,3,0,0,0,0,0,normal
4,2,1,201,91.915,19,0,0,0,0,0,normal
1,4,1,200,43.612,0,0,0,0,0,0,normal
2,2,1,200,406.063,9,0,0,0,0,0,normal
0,2,0,200,42.031,9,0,1,0,0,4,debug_access
1,2,0,200,92.829,12,0,0,1,0,2,jwt_bypass
0,3,1,200,203.438,15,0,0,0,0,0,normal
1,2,0,401,23.3,9,0,0,1,0,6,rate_abuse
0,4,1,200,7.618,21,0,0,0,0,0,normal
0,3,1,200,283.305,19,0,0,0,0,0,normal
2,1,0,200,15.128,21,0,0,0,0,0,normal
0,3,1,403,28.454,4,1,0,1,0,3,admin_access
0,1,1,200,28.503,19,0,0,0,0,0,normal
0,6,1,404,120.814,18,0,0,1,0,7,path_traversal
2,3,1,200,123.093,15,0,0,0,0,0,normal
0,5,1,404,254.262,0,0,0,1,0,7,path_traversal
1,3,0,200,163.953,23,0,0,0,0,0,normal
0,1,1,200,171.449,1,0,0,0,0,0,normal
1,2,0,403,17.257,14,0,0,1,0,2,jwt_bypass
0,2,0,404,9.61,4,0,1,0,0,4,debug_access
2,1,1,404,43.994,13,0,0,1,0,0,normal
0,1,1,200,206.717,11,0,0,0,0,0,normal
0,2,1,422,20.632,6,0,0,1,0,0,normal
0,3,1,201,135.601,2,0,0,0,0,0,normal
0,3,1,200,42.7,8,0,0,0,0,0,normal
1,2,0,401,30.871,8,0,0,1,0,6,rate_abuse
0,3,1,200,89.885,13,0,0,0,1,1,bola
1,2,0,401,106.626,11,0,0,1,0,2,jwt_bypass
0,3,0,401,21.015,17,1,0,1,0,3,admin_access
0,3,1,200,135.174,19,0,0,0,0,0,normal
2,3,0,200,46.473,21,0,0,0,0,0,normal
0,3,0,403,70.192,10,1,0,1,0,3,admin_access
1,4,0,200,168.391,21,0,0,0,0,0,normal
1,2,0,200,35.018,21,0,0,1,0,2,jwt_bypass
1,3,1,200,27.676,19,0,0,0,0,0,normal
2,4,1,200,17.741,8,0,0,0,0,0,normal
0,1,0,200,2.172,15,0,0,0,0,0,normal
0,2,0,200,44.411,3,0,1,0,0,4,debug_access
1,2,1,200,64.052,3,0,0,0,0,0,normal
0,7,1,200,96.907,4,0,0,1,0,7,path_traversal
0,3,0,200,4.124,4,0,0,0,0,0,normal
0,2,0,404,55.584,9,0,1,0,0,4,debug_access
1,4,0,200,57.289,15,0,0,0,0,0,normal
0,8,1,400,21.064,7,0,0,1,0,7,path_traversal
0,3,1,403,50.187,15,0,0,0,1,1,bola
1,2,0,401,111.067,14,0,0,1,0,2,jwt_bypass
0,3,1,200,156.803,5,0,0,0,0,0,normal
2,3,0,200,68.264,20,0,0,0,0,0,normal
1,1,0,200,52.373,9,0,0,1,0,5,sql_injection
0,7,0,400,105.219,18,0,0,1,0,7,path_traversal
2,2,1,200,55.298,20,0,0,0,0,0,normal
0,4,1,200,31.385,20,0,0,0,0,0,normal
0,1,1,201,138.579,13,0,0,0,0,0,normal
0,2,1,401,142.839,17,0,0,1,0,0,normal
1,2,0,401,24.028,15,0,0,1,0,6,rate_abuse
0,3,1,200,38.646,22,0,0,0,0,0,normal
1,2,0,429,12.83,20,0,0,1,0,6,rate_abuse
1,2,0,429,8.962,21,0,0,1,0,6,rate_abuse
0,1,1,400,91.627,12,0,0,1,0,5,sql_injection
0,1,1,200,179.069,11,0,0,0,0,0,normal
0,1,0,200,1.769,11,0,0,0,0,0,normal
1,3,0,200,45.376,18,0,0,0,0,0,normal
0,3,1,201,145.556,1,0,0,0,0,0,normal
0,2,1,403,60.871,7,0,0,0,1,1,bola
0,4,1,200,24.298,11,0,0,0,0,0,normal
2,4,1,200,180.902,3,0,0,0,0,0,normal
3,1,1,200,36.81,4,0,0,0,0,0,normal
0,3,1,200,59.603,6,0,0,0,0,0,normal
0,3,1,422,46.145,12,0,0,1,0,0,normal
0,2,0,200,132.793,4,0,1,0,0,4,debug_access
0,2,1,401,76.284,5,0,0,1,0,0,normal
1,2,0,400,319.133,17,0,0,1,0,5,sql_injection
0,4,0,200,136.069,23,0,0,0,0,0,normal
0,2,1,200,233.177,21,0,0,0,0,0,normal
0,2,1,200,44.91,22,0,0,0,0,0,normal
0,5,1,404,40.882,22,0,0,1,0,7,path_traversal
0,2,1,201,137.983,19,0,0,0,0,0,normal
4,1,0,204,76.618,23,0,0,0,0,0,normal
1,4,1,200,8.769,6,0,0,0,0,0,normal
1,2,0,400,116.548,11,0,0,1,0,5,sql_injection
0,1,1,400,89.779,6,0,0,1,0,5,sql_injection
1,2,0,429,38.291,21,0,0,1,0,6,rate_abuse
0,2,0,401,66.967,3,0,0,1,0,0,normal
2,4,0,200,143.919,4,0,0,0,0,0,normal
2,3,0,200,58.686,23,0,0,0,0,0,normal
1,2,1,201,2.104,4,0,0,0,0,0,normal
4,3,0,404,62.931,21,0,0,1,0,0,normal
0,2,1,200,147.714,22,0,0,0,0,0,normal
1,2,1,200,64.945,1,0,0,0,0,0,normal
0,2,0,404,56.15,9,0,1,0,0,4,debug_access
1,1,0,500,204.842,22,0,0,1,0,5,sql_injection
0,1,1,200,41.416,0,0,0,0,0,0,normal
0,2,1,200,128.224,11,0,0,0,1,1,bola
0,2,0,401,42.103,20,0,0,1,0,0,normal
2,2,1,200,1.629,13,0,0,0,0,0,normal
2,3,0,400,49.445,14,0,0,1,0,0,normal
1,4,0,200,31.259,1,0,0,0,0,0,normal
0,3,0,200,157.3,13,0,0,0,0,0,normal
0,3,1,403,40.107,7,0,0,0,1,1,bola
1,1,0,200,233.593,19,0,0,0,0,0,normal
0,4,1,200,63.136,16,0,0,0,0,0,normal
2,3,1,200,76.265,13,0,0,0,0,0,normal
3,3,1,200,310.379,22,0,0,0,0,0,normal
0,2,1,200,58.8,11,0,0,0,0,0,normal
0,5,0,404,55.844,17,0,0,1,0,7,path_traversal
0,7,0,404,72.177,4,0,0,1,0,7,path_traversal
1,4,1,200,27.16,18,0,0,0,0,0,normal
0,3,1,200,65.353,19,0,0,0,1,1,bola
0,2,0,200,30.163,9,0,1,0,0,4,debug_access
0,1,1,200,23.326,22,0,0,0,0,0,normal
1,3,1,400,29.231,18,0,0,1,0,0,normal
0,3,1,200,212.568,0,0,0,0,1,1,bola
0,4,0,200,0.221,4,0,0,0,0,0,normal
1,2,0,401,118.631,13,0,0,1,0,2,jwt_bypass
0,2,1,403,270.199,14,1,0,1,0,3,admin_access
0,2,1,401,219.206,16,1,0,1,0,3,admin_access
0,2,0,204,102.102,15,0,0,0,0,0,normal
0,2,1,401,155.805,16,1,0,1,0,3,admin_access
3,3,1,201,19.506,14,0,0,0,0,0,normal
0,2,0,200,122.823,20,0,1,0,0,4,debug_access
0,1,1,200,70.991,7,0,0,0,0,0,normal
0,2,0,200,15.64,14,0,1,0,0,4,debug_access
0,2,1,200,31.389,8,0,0,0,1,1,bola
1,2,0,429,8.335,6,0,0,1,0,6,rate_abuse
0,1,1,200,91.893,23,0,0,0,0,0,normal
0,1,1,204,30.262,8,0,0,0,0,0,normal
0,3,1,200,24.473,4,0,0,0,1,1,bola
0,3,1,200,79.807,11,0,0,0,0,0,normal
1,2,0,403,18.641,13,0,0,1,0,2,jwt_bypass
1,2,0,401,13.125,7,0,0,1,0,6,rate_abuse
0,2,0,404,52.991,8,0,1,0,0,4,debug_access
0,2,1,200,0.406,11,0,0,0,0,0,normal
1,1,0,422,78.372,10,0,0,1,0,0,normal
0,2,1,200,33.637,1,0,0,0,0,0,normal
0,4,1,200,261.214,6,0,0,0,0,0,normal
1,3,1,200,18.37,21,0,0,0,0,0,normal
1,1,0,400,106.188,14,0,0,1,0,5,sql_injection
1,2,0,429,23.804,11,0,0,1,0,6,rate_abuse
0,3,1,200,21.902,14,0,0,0,0,0,normal
1,2,0,200,70.041,7,0,0,1,0,2,jwt_bypass
1,2,0,200,115.752,18,0,0,1,0,2,jwt_bypass
1,3,0,500,163.744,1,0,0,1,0,5,sql_injection
0,1,0,200,60.202,18,0,0,0,0,0,normal
0,2,1,200,193.652,18,0,0,0,0,0,normal
0,3,1,200,29.987,17,0,0,0,0,0,normal
0,2,0,200,11.613,12,0,0,0,0,0,normal
1,2,0,401,94.556,9,0,0,1,0,2,jwt_bypass
0,1,1,200,166.987,6,0,0,0,0,0,normal
0,4,1,200,40.49,8,0,0,0,0,0,normal
0,2,0,404,2.499,18,0,1,0,0,4,debug_access
0,4,1,404,65.694,22,0,0,1,0,7,path_traversal
0,2,0,403,230.781,17,1,0,1,0,3,admin_access
1,3,1,401,77.194,1,0,0,1,0,0,normal
4,3,1,200,15.102,23,0,0,0,0,0,normal
0,1,1,200,125.481,17,0,0,0,0,0,normal
0,3,0,200,39.629,5,0,0,0,0,0,normal
1,1,1,204,415.097,11,0,0,0,0,0,normal
0,4,0,400,200.616,17,0,0,1,0,0,normal
0,4,1,422,324.075,22,0,0,1,0,0,normal
0,4,0,200,61.972,22,0,0,0,0,0,normal
0,1,0,400,37.169,13,0,0,1,0,0,normal
0,3,1,404,77.991,0,0,0,1,0,0,normal
0,3,1,200,66.65,18,0,0,0,0,0,normal
0,1,0,401,96.982,17,0,0,1,0,0,normal
0,3,0,200,41.606,8,0,0,1,0,5,sql_injection
1,2,0,403,33.589,5,0,0,1,0,2,jwt_bypass
2,1,0,200,231.739,17,0,0,0,0,0,normal
0,3,0,200,12.782,23,0,0,0,0,0,normal
0,1,1,200,157.117,12,0,0,0,0,0,normal
1,2,0,200,27.856,4,0,0,1,0,6,rate_abuse
0,3,1,200,168.636,3,0,0,0,0,0,normal
0,2,1,403,67.334,14,0,0,0,1,1,bola
0,3,1,403,47.613,23,0,0,0,1,1,bola
1,4,1,201,50.534,17,0,0,0,0,0,normal
1,2,0,200,109.645,5,0,0,1,0,2,jwt_bypass
2,4,1,201,12.831,0,0,0,0,0,0,normal
0,2,0,401,9.153,12,1,0,1,0,3,admin_access
1,3,1,400,100.225,5,0,0,1,0,5,sql_injection
2,3,1,200,114.157,8,0,0,0,0,0,normal
0,4,1,200,105.583,11,0,0,0,0,0,normal
0,3,1,200,150.899,4,0,0,0,0,0,normal
0,2,1,200,138.583,1,0,0,0,0,0,normal
0,1,1,200,9.43,0,0,0,0,0,0,normal
1,2,0,401,35.59,18,0,0,1,0,2,jwt_bypass
0,2,1,200,14.037,11,0,0,0,1,1,bola
1,2,0,403,114.244,14,0,0,1,0,2,jwt_bypass
1,2,0,403,48.465,2,0,0,1,0,2,jwt_bypass
0,3,0,401,71.826,18,1,0,1,0,3,admin_access
1,3,1,200,136.061,18,0,0,0,0,0,normal
0,2,1,403,16.499,9,0,0,0,1,1,bola
0,2,1,200,22.344,18,0,0,0,0,0,normal
1,4,1,200,86.829,22,0,0,0,0,0,normal
0,4,1,201,128.876,22,0,0,0,0,0,normal
0,3,1,200,86.185,10,0,0,0,0,0,normal
0,3,1,422,416.74,2,0,0,1,0,0,normal
2,1,1,200,92.217,17,0,0,0,0,0,normal
1,2,0,403,75.973,16,0,0,1,0,2,jwt_bypass
0,4,1,200,101.773,11,0,0,0,0,0,normal
0,1,1,201,58.723,23,0,0,0,0,0,normal
0,2,1,200,16.014,19,0,0,0,0,0,normal
4,1,1,204,12.616,11,0,0,0,0,0,normal
0,3,1,403,2.982,12,1,0,1,0,3,admin_access
3,1,1,200,99.666,14,0,0,0,0,0,normal
0,3,0,401,126.712,23,1,0,1,0,3,admin_access
3,3,1,200,21.948,10,0,0,0,0,0,normal
1,2,1,400,3.894,23,0,0,1,0,5,sql_injection
0,1,1,201,350.714,8,0,0,0,0,0,normal
0,4,0,200,55.958,14,0,0,0,0,0,normal
2,4,0,200,33.377,7,0,0,0,0,0,normal
1,3,0,200,244.224,12,0,0,1,0,5,sql_injection
1,2,0,200,95.742,11,0,0,1,0,2,jwt_bypass
0,2,0,200,70.967,9,0,0,1,0,5,sql_injection
0,1,1,400,27.682,4,0,0,1,0,0,normal
2,4,1,400,290.752,19,0,0,1,0,0,normal
0,3,0,200,20.454,18,1,0,1,0,3,admin_access
1,2,0,429,28.708,12,0,0,1,0,6,rate_abuse
1,2,0,401,12.246,23,0,0,1,0,2,jwt_bypass
1,1,0,500,147.44,6,0,0,1,0,5,sql_injection
0,5,1,404,155.302,4,0,0,1,0,7,path_traversal
1,2,0,200,19.876,1,0,0,0,0,0,normal
0,5,1,400,57.826,23,0,0,1,0,7,path_traversal
1,2,0,200,44.366,16,0,0,1,0,2,jwt_bypass
0,4,1,200,63.134,6,0,0,0,0,0,normal
0,2,1,200,25.803,20,0,0,0,1,1,bola
0,2,1,200,28.555,17,0,0,0,1,1,bola
0,3,1,204,230.395,19,0,0,0,0,0,normal
1,2,0,403,65.708,1,0,0,1,0,2,jwt_bypass
0,6,1,404,79.957,11,0,0,1,0,7,path_traversal
0,2,1,200,51.424,23,0,0,0,0,0,normal
4,3,1,404,2.072,0,0,0,1,0,0,normal
0,4,1,400,20.077,13,0,0,1,0,0,normal
0,2,1,404,59.722,15,0,0,1,0,0,normal
1,3,1,200,18.535,6,0,0,0,0,0,normal
1,4,1,200,25.865,4,0,0,0,0,0,normal
1,2,0,401,29.682,11,0,0,1,0,0,normal
0,6,1,404,51.608,8,0,0,1,0,7,path_traversal
0,2,0,200,360.692,0,0,0,0,0,0,normal
0,2,1,200,96.061,8,0,0,0,1,1,bola
0,2,0,404,37.739,8,0,0,1,0,0,normal
0,3,1,200,417.052,9,0,0,0,0,0,normal
0,3,1,200,36.063,14,0,0,0,1,1,bola
0,4,1,200,54.381,19,0,0,0,0,0,normal
1,2,0,429,16.776,15,0,0,1,0,6,rate_abuse
0,2,1,403,25.407,22,0,0,0,1,1,bola
0,2,0,500,7.177,20,0,0,1,0,5,sql_injection
0,3,1,200,59.662,19,0,0,0,1,1,bola
0,2,0,200,10.379,17,0,1,0,0,4,debug_access
1,2,0,429,10.926,20,0,0,1,0,6,rate_abuse
0,2,1,200,14.87,20,0,0,0,0,0,normal
4,2,1,422,16.113,11,0,0,1,0,0,normal
1,1,1,201,106.539,4,0,0,0,0,0,normal
0,2,0,200,4.779,2,0,0,0,0,0,normal
1,1,0,400,20.4,4,0,0,1,0,5,sql_injection
0,3,1,401,24.882,22,0,0,1,0,0,normal
3,3,0,200,15.187,12,0,0,0,0,0,normal
0,3,1,200,119.261,23,0,0,0,1,1,bola
0,3,0,200,116.242,1,1,0,1,0,3,admin_access
1,4,1,200,311.477,15,0,0,0,0,0,normal
0,3,1,200,103.767,19,1,0,1,0,3,admin_access
1,4,1,200,77.985,4,0,0,0,0,0,normal
1,1,0,200,20.942,14,0,0,0,0,0,normal
1,4,1,200,18.191,22,0,0,0,0,0,normal
0,3,0,200,48.04,3,0,0,0,0,0,normal
1,2,1,201,205.558,7,0,0,0,0,0,normal
1,2,0,429,26.347,3,0,0,1,0,6,rate_abuse
1,4,1,200,0.351,5,0,0,0,0,0,normal
0,4,1,200,85.442,18,0,0,0,0,0,normal
0,2,0,404,10.7,22,0,1,0,0,4,debug_access
0,3,1,200,3.958,18,0,0,0,0,0,normal
0,2,1,404,212.572,8,0,0,1,0,0,normal
1,2,1,200,41.759,22,0,0,0,0,0,normal
0,6,1,404,92.849,22,0,0,1,0,7,path_traversal
1,4,1,201,72.905,12,0,0,0,0,0,normal
0,2,1,200,28.718,3,0,0,0,0,0,normal
0,1,0,400,35.534,8,0,0,1,0,5,sql_injection
0,2,0,200,52.251,5,0,1,0,0,4,debug_access
1,2,0,429,27.313,20,0,0,1,0,6,rate_abuse
0,1,0,204,111.076,6,0,0,0,0,0,normal
0,2,1,401,9.762,21,1,0,1,0,3,admin_access
2,4,1,401,15.54,18,0,0,1,0,0,normal
0,2,0,403,18.377,6,1,0,1,0,3,admin_access
3,1,1,422,151.775,20,0,0,1,0,0,normal
1,2,0,200,66.456,13,0,0,1,0,2,jwt_bypass
0,3,1,403,33.105,0,0,0,0,1,1,bola
0,2,1,403,18.391,15,1,0,1,0,3,admin_access
0,3,1,200,3.042,16,0,0,0,0,0,normal
0,4,0,200,23.665,10,0,0,0,0,0,normal
0,4,0,200,115.774,13,0,0,0,0,0,normal
1,1,1,201,76.863,2,0,0,0,0,0,normal
1,3,1,200,8.331,8,0,0,0,0,0,normal
0,4,1,200,0.629,22,0,0,0,0,0,normal
0,3,1,401,47.568,3,1,0,1,0,3,admin_access
2,4,1,422,65.009,9,0,0,1,0,0,normal
0,2,1,200,71.78,23,0,0,0,0,0,normal
0,2,0,200,137.452,15,0,1,0,0,4,debug_access
1,3,1,204,83.139,18,0,0,0,0,0,normal
1,2,0,401,28.033,11,0,0,1,0,6,rate_abuse
1,2,0,429,26.318,0,0,0,1,0,6,rate_abuse
1,1,0,200,366.405,1,0,0,0,0,0,normal
0,4,1,200,17.972,16,0,0,0,0,0,normal
1,2,0,401,113.405,8,0,0,1,0,2,jwt_bypass
0,1,1,400,21.933,23,0,0,1,0,0,normal
0,3,1,200,72.659,10,0,0,0,1,1,bola
1,2,0,403,22.903,2,0,0,1,0,2,jwt_bypass
1,3,1,200,18.273,11,0,0,1,0,5,sql_injection
0,2,0,200,4.801,0,0,1,0,0,4,debug_access
1,2,1,200,77.868,15,0,0,0,0,0,normal
1,2,1,200,123.352,9,0,0,0,0,0,normal
0,1,1,200,55.072,6,0,0,0,0,0,normal
0,6,0,404,44.449,8,0,0,1,0,7,path_traversal
0,4,1,200,48.349,4,0,0,0,0,0,normal
1,3,0,422,7.099,23,0,0,1,0,0,normal
2,3,0,422,20.857,6,0,0,1,0,0,normal
1,2,0,401,37.25,0,0,0,1,0,2,jwt_bypass
0,3,1,200,103.763,7,0,0,0,0,0,normal
0,4,1,200,119.516,13,0,0,0,0,0,normal
0,4,1,204,223.407,6,0,0,0,0,0,normal
1,4,0,200,84.683,21,0,0,0,0,0,normal
0,3,1,404,157.26,16,0,0,1,0,0,normal
0,3,1,200,34.159,16,0,0,0,1,1,bola
0,6,1,200,107.85,21,0,0,1,0,7,path_traversal
0,6,0,404,91.68,13,0,0,1,0,7,path_traversal
2,4,1,200,26.851,10,0,0,0,0,0,normal
1,2,0,401,32.757,4,0,0,1,0,6,rate_abuse
0,5,1,400,20.852,13,0,0,1,0,7,path_traversal
0,1,1,400,275.601,5,0,0,1,0,5,sql_injection
1,1,1,200,66.165,15,0,0,0,0,0,normal
0,2,0,403,18.35,15,1,0,1,0,3,admin_access
0,1,1,200,254.727,15,0,0,0,0,0,normal
0,4,1,200,276.746,4,0,0,0,0,0,normal
1,1,1,200,42.644,7,0,0,0,0,0,normal
1,2,0,200,23.43,18,0,0,1,0,6,rate_abuse
0,3,1,200,144.108,15,0,0,0,0,0,normal
1,4,0,200,17.249,13,0,0,0,0,0,normal
0,1,1,200,54.933,10,0,0,0,0,0,normal
0,3,1,200,118.026,9,0,0,0,0,0,normal
0,2,0,200,6.024,16,0,1,0,0,4,debug_access
1,1,1,200,52.321,16,0,0,0,0,0,normal
0,2,1,403,213.196,5,0,0,0,1,1,bola
3,3,1,201,47.327,7,0,0,0,0,0,normal
1,2,0,403,104.79,12,0,0,1,0,2,jwt_bypass
3,3,1,200,80.984,6,0,0,0,0,0,normal
0,3,1,200,119.097,10,0,0,0,0,0,normal
1,3,0,200,95.318,23,0,0,0,0,0,normal
3,1,1,401,407.218,11,0,0,1,0,0,normal
0,2,0,200,86.32,20,0,0,0,0,0,normal
0,3,1,200,73.009,8,0,0,0,0,0,normal
0,3,1,403,35.76,20,0,0,0,1,1,bola
0,3,0,401,132.249,12,1,0,1,0,3,admin_access
2,3,0,200,458.088,1,0,0,0,0,0,normal
0,1,0,400,77.906,5,0,0,1,0,5,sql_injection
0,3,0,200,5.157,14,1,0,1,0,3,admin_access
0,3,1,404,27.243,12,0,0,1,0,0,normal
0,1,1,200,170.09,3,0,0,0,0,0,normal
0,2,0,200,130.645,16,0,0,0,0,0,normal
1,3,1,200,79.145,18,0,0,0,0,0,normal
1,1,0,500,191.893,3,0,0,1,0,5,sql_injection
0,3,1,400,4.652,16,0,0,1,0,5,sql_injection
0,2,0,200,39.274,22,1,0,1,0,3,admin_access
0,3,1,204,61.771,12,0,0,0,0,0,normal
1,3,1,200,369.928,22,0,0,0,0,0,normal
0,6,0,400,131.369,18,0,0,1,0,7,path_traversal
1,1,0,200,159.473,19,0,0,0,0,0,normal
0,2,1,200,19.145,20,0,0,0,1,1,bola
0,5,0,404,35.043,22,0,0,1,0,7,path_traversal
0,3,1,200,238.837,12,0,0,0,0,0,normal
1,2,0,429,18.497,19,0,0,1,0,6,rate_abuse
1,2,0,200,28.824,1,0,0,1,0,6,rate_abuse
0,4,1,200,70.641,15,0,0,0,0,0,normal
0,3,1,200,48.617,20,0,0,0,0,0,normal
0,3,1,200,3.477,9,0,0,0,0,0,normal
0,4,0,400,12.648,9,0,0,1,0,7,path_traversal
1,2,0,403,70.541,7,0,0,1,0,2,jwt_bypass
0,3,1,200,57.772,17,0,0,0,0,0,normal
3,4,0,404,61.552,2,0,0,1,0,0,normal
0,2,1,401,89.57,20,1,0,1,0,3,admin_access
1,2,1,200,18.951,5,0,0,0,0,0,normal
1,1,0,500,400.343,2,0,0,1,0,5,sql_injection
1,3,1,200,72.948,12,0,0,0,0,0,normal
0,1,1,200,178.433,9,0,0,0,0,0,normal
0,3,1,403,85.397,9,0,0,0,1,1,bola
0,2,0,404,16.614,8,0,1,0,0,4,debug_access
